ZONA;SEÇÃO;LOCAL;ENDEREÇO;BAIRRO;ELEITORES
1;148;ADAPI - AGÊNCIA DE DEFESA AGROPECUÁRIA DO PIAUÍ;RUA DEZENOVE DE NOVEMBRO,1920 PRIMAVERA;MEMORARE;269
1;149;ADAPI - AGÊNCIA DE DEFESA AGROPECUÁRIA DO PIAUÍ;RUA DEZENOVE DE NOVEMBRO,1920 PRIMAVERA;MEMORARE;274
1;150;ADAPI - AGÊNCIA DE DEFESA AGROPECUÁRIA DO PIAUÍ;RUA DEZENOVE DE NOVEMBRO,1920 PRIMAVERA;MEMORARE;267
1;400;ADAPI - AGÊNCIA DE DEFESA AGROPECUÁRIA DO PIAUÍ;RUA DEZENOVE DE NOVEMBRO,1920 PRIMAVERA;MEMORARE;271
1;514;ADAPI - AGÊNCIA DE DEFESA AGROPECUÁRIA DO PIAUÍ;RUA DEZENOVE DE NOVEMBRO,1920 PRIMAVERA;MEMORARE;61
1;469;AEROPORTO DE TERESINA;AV CENTENÁRIO, S/N;AEROPORTO;0
1;546;AEROPORTO DE TERESINA;AV CENTENÁRIO, S/N;AEROPORTO;0
1;185;CCL - CENTRO CULTURAL DE LINGUAS PADRE RAIMUNDO JOSÉ;RUA PRIMEIRO DE MAIO, 2371;AEROPORTO;265
1;186;CCL - CENTRO CULTURAL DE LINGUAS PADRE RAIMUNDO JOSÉ;RUA PRIMEIRO DE MAIO, 2371;AEROPORTO;264
1;187;CCL - CENTRO CULTURAL DE LINGUAS PADRE RAIMUNDO JOSÉ;RUA PRIMEIRO DE MAIO, 2371;AEROPORTO;266
1;188;CCL - CENTRO CULTURAL DE LINGUAS PADRE RAIMUNDO JOSÉ;RUA PRIMEIRO DE MAIO, 2371;AEROPORTO;264
1;288;CCL - CENTRO CULTURAL DE LINGUAS PADRE RAIMUNDO JOSÉ;RUA PRIMEIRO DE MAIO, 2371;AEROPORTO;263
1;307;CCL - CENTRO CULTURAL DE LINGUAS PADRE RAIMUNDO JOSÉ;RUA PRIMEIRO DE MAIO, 2371;AEROPORTO;264
1;508;CCL - CENTRO CULTURAL DE LINGUAS PADRE RAIMUNDO JOSÉ;RUA PRIMEIRO DE MAIO, 2371;AEROPORTO;267
1;57;CEMEI HELENA MARIA DE RODRIGUES CARVALHO;RUA JOSÉ MARQUES DA ROCHA 2361;AEROPORTO;388
1;58;CEMEI HELENA MARIA DE RODRIGUES CARVALHO;RUA JOSÉ MARQUES DA ROCHA 2361;AEROPORTO;390
1;59;CEMEI HELENA MARIA DE RODRIGUES CARVALHO;RUA JOSÉ MARQUES DA ROCHA 2361;AEROPORTO;386
1;455;CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL  CORINA MACHADO VIEIRA;RESIDENCIAL JACINTA ANDRADE, ÁREA INSTITUCIONAL  N. 1;SANTA ROSA;393
1;466;CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL  CORINA MACHADO VIEIRA;RESIDENCIAL JACINTA ANDRADE, ÁREA INSTITUCIONAL  N. 1;SANTA ROSA;386
1;470;CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL  CORINA MACHADO VIEIRA;RESIDENCIAL JACINTA ANDRADE, ÁREA INSTITUCIONAL  N. 1;SANTA ROSA;391
1;495;CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL  CORINA MACHADO VIEIRA;RESIDENCIAL JACINTA ANDRADE, ÁREA INSTITUCIONAL  N. 1;SANTA ROSA;394
1;504;CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL  CORINA MACHADO VIEIRA;RESIDENCIAL JACINTA ANDRADE, ÁREA INSTITUCIONAL  N. 1;SANTA ROSA;392
1;539;CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL  CORINA MACHADO VIEIRA;RESIDENCIAL JACINTA ANDRADE, ÁREA INSTITUCIONAL  N. 1;SANTA ROSA;390
1;543;CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL  CORINA MACHADO VIEIRA;RESIDENCIAL JACINTA ANDRADE, ÁREA INSTITUCIONAL  N. 1;SANTA ROSA;391
1;553;CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL  CORINA MACHADO VIEIRA;RESIDENCIAL JACINTA ANDRADE, ÁREA INSTITUCIONAL  N. 1;SANTA ROSA;390
1;558;CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL  CORINA MACHADO VIEIRA;RESIDENCIAL JACINTA ANDRADE, ÁREA INSTITUCIONAL  N. 1;SANTA ROSA;150
1;157;COLÉGIO ALSISTE;RUA GASTOR DE GRESLAN, 2031;ALVORADA;336
1;158;COLÉGIO ALSISTE;RUA GASTOR DE GRESLAN, 2031;ALVORADA;346
1;159;COLÉGIO ALSISTE;RUA GASTOR DE GRESLAN, 2031;ALVORADA;357
1;269;COLÉGIO ALSISTE;RUA GASTOR DE GRESLAN, 2031;ALVORADA;357
1;292;COLÉGIO ALSISTE;RUA GASTOR DE GRESLAN, 2031;ALVORADA;358
1;302;COLÉGIO ALSISTE;RUA GASTOR DE GRESLAN, 2031;ALVORADA;365
1;389;COLÉGIO ALSISTE;RUA GASTOR DE GRESLAN, 2031;ALVORADA;353
1;547;COLÉGIO ALSISTE;RUA GASTOR DE GRESLAN, 2031;ALVORADA;143
1;548;COLÉGIO ALSISTE;RUA GASTOR DE GRESLAN, 2031;ALVORADA;134
1;352;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;368
1;360;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;362
1;369;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;374
1;382;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;362
1;398;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;358
1;412;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;371
1;426;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;366
1;447;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;363
1;491;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;343
1;516;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;330
1;535;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;325
1;537;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;314
1;541;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;321
1;544;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;323
1;551;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;206
1;557;COLÉGIO SÃO JOSÉ;R. JORNALISTA JOSIPIO LUSTOSA;MOCAMBINHO;207
1;60;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;264
1;61;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;270
1;62;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;270
1;63;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;291
1;64;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;284
1;65;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;298
1;66;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;289
1;67;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;274
1;246;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;283
1;257;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;261
1;299;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;268
1;392;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;263
1;509;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;214
1;538;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;220
1;549;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;43
1;550;COLÉGIO SÃO TOMAZ DE AQUINO;RUA COELHO DE RESENDE, 2119;Marquês;43
1;359;ESCOLA IRMÃ CATARINA LEVRINI;RUA IRMÃ ANGÉLICA ARNAULT, 4790;MEMORARE;334
1;399;ESCOLA IRMÃ CATARINA LEVRINI;RUA IRMÃ ANGÉLICA ARNAULT, 4790;MEMORARE;320
1;475;ESCOLA IRMÃ CATARINA LEVRINI;RUA IRMÃ ANGÉLICA ARNAULT, 4790;MEMORARE;109
1;525;ESCOLA IRMÃ CATARINA LEVRINI;RUA IRMÃ ANGÉLICA ARNAULT, 4790;MEMORARE;112
1;408;ESCOLA MUNICIPAL ANTONIO DILSON FERNANDES;RUA ALFERES DEODATO DA COSTA VELOSO;parque sul;363
1;418;ESCOLA MUNICIPAL ANTONIO DILSON FERNANDES;RUA ALFERES DEODATO DA COSTA VELOSO;parque sul;364
1;444;ESCOLA MUNICIPAL ANTONIO DILSON FERNANDES;RUA ALFERES DEODATO DA COSTA VELOSO;parque sul;361
1;460;ESCOLA MUNICIPAL ANTONIO DILSON FERNANDES;RUA ALFERES DEODATO DA COSTA VELOSO;parque sul;337
1;481;ESCOLA MUNICIPAL ANTONIO DILSON FERNANDES;RUA ALFERES DEODATO DA COSTA VELOSO;parque sul;344
1;515;ESCOLA MUNICIPAL ANTONIO DILSON FERNANDES;RUA ALFERES DEODATO DA COSTA VELOSO;parque sul;295
1;556;ESCOLA MUNICIPAL ANTONIO DILSON FERNANDES;RUA ALFERES DEODATO DA COSTA VELOSO;parque sul;271
1;323;ESCOLA MUNICIPAL AURINO NUNES;RUA JOAO ISIDORO FRANÇA, S/N - POV. BELA VISTA S/N;ZONA RURAL;257
1;324;ESCOLA MUNICIPAL AURINO NUNES;RUA JOAO ISIDORO FRANÇA, S/N - POV. BELA VISTA S/N;ZONA RURAL;259
1;379;ESCOLA MUNICIPAL AURINO NUNES;RUA JOAO ISIDORO FRANÇA, S/N - POV. BELA VISTA S/N;ZONA RURAL;255
1;327;ESCOLA MUNICIPAL BARAO DE CASTELO BRANCO;POVOADO CHAPADINHA;ZONA RURAL;86
1;328;ESCOLA MUNICIPAL BARAO DE CASTELO BRANCO;POVOADO CHAPADINHA;ZONA RURAL;86
1;329;ESCOLA MUNICIPAL BARAO DE CASTELO BRANCO;POVOADO CHAPADINHA;ZONA RURAL;88
1;330;ESCOLA MUNICIPAL BARAO DE CASTELO BRANCO;POVOADO CHAPADINHA;ZONA RURAL;92
1;371;ESCOLA MUNICIPAL BARAO DE CASTELO BRANCO;POVOADO CHAPADINHA;ZONA RURAL;86
1;520;ESCOLA MUNICIPAL BARAO DE CASTELO BRANCO;POVOADO CHAPADINHA;ZONA RURAL;85
1;420;ESCOLA MUNICIPAL CAJAZEIRAS;ESTRADA DO POVOADO CAJAZEIRAS;ZONA RURAL;370
1;479;ESCOLA MUNICIPAL CAJAZEIRAS;ESTRADA DO POVOADO CAJAZEIRAS;ZONA RURAL;100
1;523;ESCOLA MUNICIPAL CAJAZEIRAS;ESTRADA DO POVOADO CAJAZEIRAS;ZONA RURAL;101
1;471;ESCOLA MUNICIPAL CLIDENOR DE FREITAS SANTOS;RUA DONA MARIA DA LUZ (ANTIGA RUA 06);PARQUE BRASIL III;347
1;531;ESCOLA MUNICIPAL CLIDENOR DE FREITAS SANTOS;RUA DONA MARIA DA LUZ (ANTIGA RUA 06);PARQUE BRASIL III;351
1;554;ESCOLA MUNICIPAL CLIDENOR DE FREITAS SANTOS;RUA DONA MARIA DA LUZ (ANTIGA RUA 06);PARQUE BRASIL III;349
1;325;ESCOLA MUNICIPAL CONSELHEIRO SARAIVA;AV  PRINCIPAL, S/N POVOADO BOA HORA;ZONA RURAL;315
1;326;ESCOLA MUNICIPAL CONSELHEIRO SARAIVA;AV  PRINCIPAL, S/N POVOADO BOA HORA;ZONA RURAL;314
1;363;ESCOLA MUNICIPAL CONSELHEIRO SARAIVA;AV  PRINCIPAL, S/N POVOADO BOA HORA;ZONA RURAL;317
1;424;ESCOLA MUNICIPAL CONSELHEIRO SARAIVA;AV  PRINCIPAL, S/N POVOADO BOA HORA;ZONA RURAL;305
1;446;ESCOLA MUNICIPAL CONSELHEIRO SARAIVA;AV  PRINCIPAL, S/N POVOADO BOA HORA;ZONA RURAL;241
1;517;ESCOLA MUNICIPAL CONSELHEIRO SARAIVA;AV  PRINCIPAL, S/N POVOADO BOA HORA;ZONA RURAL;240
1;202;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;380
1;203;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;380
1;204;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;378
1;205;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;381
1;206;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;379
1;207;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;380
1;264;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;376
1;273;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;377
1;280;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;380
1;284;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;380
1;305;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;379
1;315;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;379
1;343;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;378
1;483;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;376
1;528;ESCOLA MUNICIPAL DEPUTADO ANTONIO GAYOSO;RUA RUI BARBOSA, 3809, MATADOURO;MATADOURO;378
1;365;ESCOLA MUNICIPAL FAZENDA SOARES;POVOADO FAZENDA SOARES;ZONA RURAL;348
1;440;ESCOLA MUNICIPAL FAZENDA SOARES;POVOADO FAZENDA SOARES;ZONA RURAL;166
1;532;ESCOLA MUNICIPAL FAZENDA SOARES;POVOADO FAZENDA SOARES;ZONA RURAL;146
1;410;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;397
1;411;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;391
1;415;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;399
1;433;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;394
1;442;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;396
1;445;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;397
1;453;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;395
1;454;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;398
1;457;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;397
1;461;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;396
1;467;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;392
1;472;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;393
1;496;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;394
1;499;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;395
1;501;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;396
1;542;ESCOLA MUNICIPAL GOV. CHAGAS RODRIGUES;AV. PRINCIPAL S/N RES. DEP. FED. FRANCISCA TRINDADE;SANTA ROSA;392
1;340;ESCOLA MUNICIPAL HERMELINDA DE CASTRO;RODOVIA PI-112 POVOADO SAO VICENTE S/N;ZONA RURAL;360
1;372;ESCOLA MUNICIPAL HERMELINDA DE CASTRO;RODOVIA PI-112 POVOADO SAO VICENTE S/N;ZONA RURAL;336
1;480;ESCOLA MUNICIPAL HERMELINDA DE CASTRO;RODOVIA PI-112 POVOADO SAO VICENTE S/N;ZONA RURAL;126
1;513;ESCOLA MUNICIPAL HERMELINDA DE CASTRO;RODOVIA PI-112 POVOADO SAO VICENTE S/N;ZONA RURAL;127
1;221;ESCOLA MUNICIPAL IOLANDA RAULINO;ALAMEDA DOMINGOS AFONSO MAFRENSE S/N;MAFRENSE;371
1;349;ESCOLA MUNICIPAL IOLANDA RAULINO;ALAMEDA DOMINGOS AFONSO MAFRENSE S/N;MAFRENSE;384
1;387;ESCOLA MUNICIPAL IOLANDA RAULINO;ALAMEDA DOMINGOS AFONSO MAFRENSE S/N;MAFRENSE;369
1;435;ESCOLA MUNICIPAL IOLANDA RAULINO;ALAMEDA DOMINGOS AFONSO MAFRENSE S/N;MAFRENSE;374
1;488;ESCOLA MUNICIPAL IOLANDA RAULINO;ALAMEDA DOMINGOS AFONSO MAFRENSE S/N;MAFRENSE;340
1;526;ESCOLA MUNICIPAL IOLANDA RAULINO;ALAMEDA DOMINGOS AFONSO MAFRENSE S/N;MAFRENSE;338
1;368;ESCOLA MUNICIPAL JOSE IVAN FILHO;VILA AVE VERDE FAZENDA CANAA;ZONA RURAL;322
1;391;ESCOLA MUNICIPAL JOSE IVAN FILHO;VILA AVE VERDE FAZENDA CANAA;ZONA RURAL;313
1;534;ESCOLA MUNICIPAL JOSE IVAN FILHO;VILA AVE VERDE FAZENDA CANAA;ZONA RURAL;205
1;358;ESCOLA MUNICIPAL MARIANO ALVES DE CARVALHO;AV POTY VELHO, 5760 STA MARIA DA CODIPE;ZONA RURAL;363
1;396;ESCOLA MUNICIPAL MARIANO ALVES DE CARVALHO;AV POTY VELHO, 5760 STA MARIA DA CODIPE;ZONA RURAL;350
1;478;ESCOLA MUNICIPAL MARIANO ALVES DE CARVALHO;AV POTY VELHO, 5760 STA MARIA DA CODIPE;ZONA RURAL;224
1;512;ESCOLA MUNICIPAL MARIANO ALVES DE CARVALHO;AV POTY VELHO, 5760 STA MARIA DA CODIPE;ZONA RURAL;227
1;151;ESCOLA MUNICIPAL NOVA BRASILIA;RUA JOAO RAMALHO S/N;NOVA BRASILIA;383
1;152;ESCOLA MUNICIPAL NOVA BRASILIA;RUA JOAO RAMALHO S/N;NOVA BRASILIA;381
1;153;ESCOLA MUNICIPAL NOVA BRASILIA;RUA JOAO RAMALHO S/N;NOVA BRASILIA;383
1;154;ESCOLA MUNICIPAL NOVA BRASILIA;RUA JOAO RAMALHO S/N;NOVA BRASILIA;385
1;380;ESCOLA MUNICIPAL NOVA BRASILIA;RUA JOAO RAMALHO S/N;NOVA BRASILIA;382
1;490;ESCOLA MUNICIPAL NOVA BRASILIA;RUA JOAO RAMALHO S/N;NOVA BRASILIA;383
1;518;ESCOLA MUNICIPAL NOVA BRASILIA;RUA JOAO RAMALHO S/N;NOVA BRASILIA;383
1;353;ESCOLA MUNICIPAL PROF. MOACI MADEIRA CAMPOS;RUA 06, 4726;SANTA SOFIA;360
1;402;ESCOLA MUNICIPAL PROF. MOACI MADEIRA CAMPOS;RUA 06, 4726;SANTA SOFIA;365
1;436;ESCOLA MUNICIPAL PROF. MOACI MADEIRA CAMPOS;RUA 06, 4726;SANTA SOFIA;391
1;464;ESCOLA MUNICIPAL PROF. MOACI MADEIRA CAMPOS;RUA 06, 4726;SANTA SOFIA;355
1;522;ESCOLA MUNICIPAL PROF. MOACI MADEIRA CAMPOS;RUA 06, 4726;SANTA SOFIA;361
1;367;ESCOLA MUNICIPAL PROFESSORA DARCY CARVALHO;RUA CAXIAS 5675 - PARQUE WALL FERRAZ;ZONA RURAL;371
1;381;ESCOLA MUNICIPAL PROFESSORA DARCY CARVALHO;RUA CAXIAS 5675 - PARQUE WALL FERRAZ;ZONA RURAL;359
1;397;ESCOLA MUNICIPAL PROFESSORA DARCY CARVALHO;RUA CAXIAS 5675 - PARQUE WALL FERRAZ;ZONA RURAL;365
1;409;ESCOLA MUNICIPAL PROFESSORA DARCY CARVALHO;RUA CAXIAS 5675 - PARQUE WALL FERRAZ;ZONA RURAL;383
1;422;ESCOLA MUNICIPAL PROFESSORA DARCY CARVALHO;RUA CAXIAS 5675 - PARQUE WALL FERRAZ;ZONA RURAL;366
1;448;ESCOLA MUNICIPAL PROFESSORA DARCY CARVALHO;RUA CAXIAS 5675 - PARQUE WALL FERRAZ;ZONA RURAL;370
1;473;ESCOLA MUNICIPAL PROFESSORA DARCY CARVALHO;RUA CAXIAS 5675 - PARQUE WALL FERRAZ;ZONA RURAL;352
1;530;ESCOLA MUNICIPAL PROFESSORA DARCY CARVALHO;RUA CAXIAS 5675 - PARQUE WALL FERRAZ;ZONA RURAL;350
1;552;ESCOLA MUNICIPAL PROFESSORA DARCY CARVALHO;RUA CAXIAS 5675 - PARQUE WALL FERRAZ;ZONA RURAL;350
1;74;ESCOLA MUNICIPAL PROFESSORA DELMIRA COELHO MACHADO;RUA BOM JESUS, 4048 BUENOS AIRES;BUENOS AIRES;329
1;75;ESCOLA MUNICIPAL PROFESSORA DELMIRA COELHO MACHADO;RUA BOM JESUS, 4048 BUENOS AIRES;BUENOS AIRES;326
1;76;ESCOLA MUNICIPAL PROFESSORA DELMIRA COELHO MACHADO;RUA BOM JESUS, 4048 BUENOS AIRES;BUENOS AIRES;327
1;77;ESCOLA MUNICIPAL PROFESSORA DELMIRA COELHO MACHADO;RUA BOM JESUS, 4048 BUENOS AIRES;BUENOS AIRES;327
1;354;ESCOLA MUNICIPAL PROFESSORA DELMIRA COELHO MACHADO;RUA BOM JESUS, 4048 BUENOS AIRES;BUENOS AIRES;350
1;374;ESCOLA MUNICIPAL PROFESSORA DELMIRA COELHO MACHADO;RUA BOM JESUS, 4048 BUENOS AIRES;BUENOS AIRES;349
1;423;ESCOLA MUNICIPAL PROFESSORA DELMIRA COELHO MACHADO;RUA BOM JESUS, 4048 BUENOS AIRES;BUENOS AIRES;347
1;450;ESCOLA MUNICIPAL PROFESSORA DELMIRA COELHO MACHADO;RUA BOM JESUS, 4048 BUENOS AIRES;BUENOS AIRES;365
1;462;ESCOLA MUNICIPAL PROFESSORA DELMIRA COELHO MACHADO;RUA BOM JESUS, 4048 BUENOS AIRES;BUENOS AIRES;328
1;493;ESCOLA MUNICIPAL PROFESSORA DELMIRA COELHO MACHADO;RUA BOM JESUS, 4048 BUENOS AIRES;BUENOS AIRES;329
1;355;ESCOLA MUNICIPAL ROBERTO CERQUEIRA DANTAS;AV. AMADEUS PAULO, 2720;ZONA RURAL;397
1;364;ESCOLA MUNICIPAL ROBERTO CERQUEIRA DANTAS;AV. AMADEUS PAULO, 2720;ZONA RURAL;395
1;393;ESCOLA MUNICIPAL ROBERTO CERQUEIRA DANTAS;AV. AMADEUS PAULO, 2720;ZONA RURAL;393
1;403;ESCOLA MUNICIPAL ROBERTO CERQUEIRA DANTAS;AV. AMADEUS PAULO, 2720;ZONA RURAL;393
1;416;ESCOLA MUNICIPAL ROBERTO CERQUEIRA DANTAS;AV. AMADEUS PAULO, 2720;ZONA RURAL;390
1;434;ESCOLA MUNICIPAL ROBERTO CERQUEIRA DANTAS;AV. AMADEUS PAULO, 2720;ZONA RURAL;391
1;451;ESCOLA MUNICIPAL ROBERTO CERQUEIRA DANTAS;AV. AMADEUS PAULO, 2720;ZONA RURAL;395
1;458;ESCOLA MUNICIPAL ROBERTO CERQUEIRA DANTAS;AV. AMADEUS PAULO, 2720;ZONA RURAL;396
1;485;ESCOLA MUNICIPAL ROBERTO CERQUEIRA DANTAS;AV. AMADEUS PAULO, 2720;ZONA RURAL;394
1;507;ESCOLA MUNICIPAL ROBERTO CERQUEIRA DANTAS;AV. AMADEUS PAULO, 2720;ZONA RURAL;396
1;540;ESCOLA MUNICIPAL ROBERTO CERQUEIRA DANTAS;AV. AMADEUS PAULO, 2720;ZONA RURAL;397
1;335;ESCOLA MUNICIPAL SANTA MARIA DA CODIPI;RUA FRANCISCO MAGNOLIA, 1435 POVOADO SANTA MARIA DA CODIPI S/N;ZONA RURAL;361
1;336;ESCOLA MUNICIPAL SANTA MARIA DA CODIPI;RUA FRANCISCO MAGNOLIA, 1435 POVOADO SANTA MARIA DA CODIPI S/N;ZONA RURAL;352
1;341;ESCOLA MUNICIPAL SANTA MARIA DA CODIPI;RUA FRANCISCO MAGNOLIA, 1435 POVOADO SANTA MARIA DA CODIPI S/N;ZONA RURAL;342
1;351;ESCOLA MUNICIPAL SANTA MARIA DA CODIPI;RUA FRANCISCO MAGNOLIA, 1435 POVOADO SANTA MARIA DA CODIPI S/N;ZONA RURAL;351
1;376;ESCOLA MUNICIPAL SANTA MARIA DA CODIPI;RUA FRANCISCO MAGNOLIA, 1435 POVOADO SANTA MARIA DA CODIPI S/N;ZONA RURAL;379
1;417;ESCOLA MUNICIPAL SANTA MARIA DA CODIPI;RUA FRANCISCO MAGNOLIA, 1435 POVOADO SANTA MARIA DA CODIPI S/N;ZONA RURAL;358
