ZONA;SEÇÃO;LOCAL;ENDEREÇO;BAIRRO;ELEITORES
2;456;ESCOLA MUNICIPAL JORNALISTA JOÃO EMÍLIO FALCÃO;RUA VINTE, S/N;VAMOS VER O SOL;393
2;457;ESCOLA MUNICIPAL JORNALISTA JOÃO EMÍLIO FALCÃO;RUA VINTE, S/N;VAMOS VER O SOL;391
2;458;ESCOLA MUNICIPAL JORNALISTA JOÃO EMÍLIO FALCÃO;RUA VINTE, S/N;VAMOS VER O SOL;392
2;573;ESCOLA MUNICIPAL JORNALISTA JOÃO EMÍLIO FALCÃO;RUA VINTE, S/N;VAMOS VER O SOL;390
2;577;ESCOLA MUNICIPAL JORNALISTA JOÃO EMÍLIO FALCÃO;RUA VINTE, S/N;VAMOS VER O SOL;397
2;584;ESCOLA MUNICIPAL JORNALISTA JOÃO EMÍLIO FALCÃO;RUA VINTE, S/N;VAMOS VER O SOL;59
2;505;ESCOLA MUNICIPAL JOSE CARLOS;RUA BATALHA DO JENIPAPO, N. 2595;real copagre;354
2;506;ESCOLA MUNICIPAL JOSE CARLOS;RUA BATALHA DO JENIPAPO, N. 2595;real copagre;351
2;507;ESCOLA MUNICIPAL JOSE CARLOS;RUA BATALHA DO JENIPAPO, N. 2595;real copagre;350
2;508;ESCOLA MUNICIPAL JOSE CARLOS;RUA BATALHA DO JENIPAPO, N. 2595;real copagre;351
2;509;ESCOLA MUNICIPAL JOSE CARLOS;RUA BATALHA DO JENIPAPO, N. 2595;real copagre;351
2;510;ESCOLA MUNICIPAL JOSE CARLOS;RUA BATALHA DO JENIPAPO, N. 2595;real copagre;352
2;521;ESCOLA MUNICIPAL JOSE CARLOS;RUA BATALHA DO JENIPAPO, N. 2595;real copagre;350
2;572;ESCOLA MUNICIPAL JÚLIO LOPES LIMA;AVENIDA JORNALISTA LINDBERG LEITE, 8765;PORTAL DA ALEGRIA;390
2;574;ESCOLA MUNICIPAL JÚLIO LOPES LIMA;AVENIDA JORNALISTA LINDBERG LEITE, 8765;PORTAL DA ALEGRIA;393
2;581;ESCOLA MUNICIPAL JÚLIO LOPES LIMA;AVENIDA JORNALISTA LINDBERG LEITE, 8765;PORTAL DA ALEGRIA;109
2;418;ESCOLA MUNICIPAL LUIS FORTES;RUA DELFIM MOREIRA, 1334;LOURIVAL PARENTE;394
2;419;ESCOLA MUNICIPAL LUIS FORTES;RUA DELFIM MOREIRA, 1334;LOURIVAL PARENTE;397
2;420;ESCOLA MUNICIPAL LUIS FORTES;RUA DELFIM MOREIRA, 1334;LOURIVAL PARENTE;397
2;421;ESCOLA MUNICIPAL LUIS FORTES;RUA DELFIM MOREIRA, 1334;LOURIVAL PARENTE;398
2;422;ESCOLA MUNICIPAL LUIS FORTES;RUA DELFIM MOREIRA, 1334;LOURIVAL PARENTE;400
2;558;ESCOLA MUNICIPAL LUIS FORTES;RUA DELFIM MOREIRA, 1334;LOURIVAL PARENTE;397
2;567;ESCOLA MUNICIPAL LUIS FORTES;RUA DELFIM MOREIRA, 1334;LOURIVAL PARENTE;394
2;489;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;387
2;490;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;385
2;491;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;385
2;492;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;386
2;493;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;382
2;494;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;388
2;495;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;387
2;496;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;386
2;497;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;386
2;514;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;385
2;524;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;384
2;526;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;385
2;527;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;385
2;538;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;388
2;552;ESCOLA MUNICIPAL OFÉLIO LEITÃO;AV. PRINCIPAL 1345 (AV AYRTON SENNA);PORTO ALEGRE;389
2;499;ESCOLA MUNICIPAL PROFESSOR ALCIDES LEBRE;RUA PIRACURUCA S/N;VILA DA PAZ;375
2;500;ESCOLA MUNICIPAL PROFESSOR ALCIDES LEBRE;RUA PIRACURUCA S/N;VILA DA PAZ;374
2;501;ESCOLA MUNICIPAL PROFESSOR ALCIDES LEBRE;RUA PIRACURUCA S/N;VILA DA PAZ;375
2;502;ESCOLA MUNICIPAL PROFESSOR ALCIDES LEBRE;RUA PIRACURUCA S/N;VILA DA PAZ;375
2;503;ESCOLA MUNICIPAL PROFESSOR ALCIDES LEBRE;RUA PIRACURUCA S/N;VILA DA PAZ;376
2;504;ESCOLA MUNICIPAL PROFESSOR ALCIDES LEBRE;RUA PIRACURUCA S/N;VILA DA PAZ;375
2;376;ESCOLA MUNICIPAL PROFESSOR WALDEMAR SANDES;RUA CURITIBA, 1345;PARQUE PIONEIRO, STO. ANTÔNIO;357
2;377;ESCOLA MUNICIPAL PROFESSOR WALDEMAR SANDES;RUA CURITIBA, 1345;PARQUE PIONEIRO, STO. ANTÔNIO;355
2;378;ESCOLA MUNICIPAL PROFESSOR WALDEMAR SANDES;RUA CURITIBA, 1345;PARQUE PIONEIRO, STO. ANTÔNIO;356
2;553;ESCOLA MUNICIPAL PROFESSOR WALDEMAR SANDES;RUA CURITIBA, 1345;PARQUE PIONEIRO, STO. ANTÔNIO;355
2;568;ESCOLA MUNICIPAL PROFESSOR WALDEMAR SANDES;RUA CURITIBA, 1345;PARQUE PIONEIRO, STO. ANTÔNIO;356
2;379;ESCOLA MUNICIPAL PROFESSORA CRISTINA EVANGELISTA;RUA PIRACURUCA 2502;TRES ANDARES;315
2;380;ESCOLA MUNICIPAL PROFESSORA CRISTINA EVANGELISTA;RUA PIRACURUCA 2502;TRES ANDARES;332
2;381;ESCOLA MUNICIPAL PROFESSORA CRISTINA EVANGELISTA;RUA PIRACURUCA 2502;TRES ANDARES;321
2;461;ESCOLA MUNICIPAL PROFESSORA CRISTINA EVANGELISTA;RUA PIRACURUCA 2502;TRES ANDARES;385
2;462;ESCOLA MUNICIPAL PROFESSORA CRISTINA EVANGELISTA;RUA PIRACURUCA 2502;TRES ANDARES;383
2;463;ESCOLA MUNICIPAL PROFESSORA CRISTINA EVANGELISTA;RUA PIRACURUCA 2502;TRES ANDARES;386
2;464;ESCOLA MUNICIPAL PROFESSORA CRISTINA EVANGELISTA;RUA PIRACURUCA 2502;TRES ANDARES;384
2;465;ESCOLA MUNICIPAL PROFESSORA CRISTINA EVANGELISTA;RUA PIRACURUCA 2502;TRES ANDARES;382
2;466;ESCOLA MUNICIPAL PROFESSORA CRISTINA EVANGELISTA;RUA PIRACURUCA 2502;TRES ANDARES;383
2;531;ESCOLA MUNICIPAL PROFESSORA CRISTINA EVANGELISTA;RUA PIRACURUCA 2502;TRES ANDARES;384
2;537;ESCOLA MUNICIPAL PROFESSORA CRISTINA EVANGELISTA;RUA PIRACURUCA 2502;TRES ANDARES;274
2;348;ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO PEREIRA DA SILVA;RUA 04, S/N, ENTRE AS QUADRAS G E J, RESIDENCIAL ESPLANADA;ESPLANADA;375
2;349;ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO PEREIRA DA SILVA;RUA 04, S/N, ENTRE AS QUADRAS G E J, RESIDENCIAL ESPLANADA;ESPLANADA;373
2;350;ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO PEREIRA DA SILVA;RUA 04, S/N, ENTRE AS QUADRAS G E J, RESIDENCIAL ESPLANADA;ESPLANADA;373
2;351;ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO PEREIRA DA SILVA;RUA 04, S/N, ENTRE AS QUADRAS G E J, RESIDENCIAL ESPLANADA;ESPLANADA;375
2;352;ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO PEREIRA DA SILVA;RUA 04, S/N, ENTRE AS QUADRAS G E J, RESIDENCIAL ESPLANADA;ESPLANADA;374
2;353;ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO PEREIRA DA SILVA;RUA 04, S/N, ENTRE AS QUADRAS G E J, RESIDENCIAL ESPLANADA;ESPLANADA;372
2;354;ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO PEREIRA DA SILVA;RUA 04, S/N, ENTRE AS QUADRAS G E J, RESIDENCIAL ESPLANADA;ESPLANADA;375
2;518;ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO PEREIRA DA SILVA;RUA 04, S/N, ENTRE AS QUADRAS G E J, RESIDENCIAL ESPLANADA;ESPLANADA;369
2;534;ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO PEREIRA DA SILVA;RUA 04, S/N, ENTRE AS QUADRAS G E J, RESIDENCIAL ESPLANADA;ESPLANADA;373
2;563;ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO PEREIRA DA SILVA;RUA 04, S/N, ENTRE AS QUADRAS G E J, RESIDENCIAL ESPLANADA;ESPLANADA;377
2;368;ESCOLA MUNICIPAL SANTA CLARA;RUA NENÉM DO VALE S/N;PARQUE JACINTA;307
2;447;ESCOLA MUNICIPAL SANTA CLARA;RUA NENÉM DO VALE S/N;PARQUE JACINTA;353
2;522;ESCOLA MUNICIPAL SANTA CLARA;RUA NENÉM DO VALE S/N;PARQUE JACINTA;270
2;543;ESCOLA MUNICIPAL SANTA CLARA;RUA NENÉM DO VALE S/N;PARQUE JACINTA;271
2;367;ESCOLA MUNICIPAL SÃO JOSÉ;ESTRADA DA ALEGRIA, POVOADO CANTINHO SUL;povoado cantinho sul;367
2;47;ESCOLA MUNICIPAL SIMÕES  FILHO;AV. ABDIAS NEVES S/N;CRISTO REI;340
2;49;ESCOLA MUNICIPAL SIMÕES  FILHO;AV. ABDIAS NEVES S/N;CRISTO REI;351
2;50;ESCOLA MUNICIPAL SIMÕES  FILHO;AV. ABDIAS NEVES S/N;CRISTO REI;349
2;51;ESCOLA MUNICIPAL SIMÕES  FILHO;AV. ABDIAS NEVES S/N;CRISTO REI;343
2;163;ESCOLA MUNICIPAL SIMÕES  FILHO;AV. ABDIAS NEVES S/N;CRISTO REI;341
2;181;ESCOLA MUNICIPAL SIMÕES  FILHO;AV. ABDIAS NEVES S/N;CRISTO REI;339
2;186;ESCOLA MUNICIPAL SIMÕES  FILHO;AV. ABDIAS NEVES S/N;CRISTO REI;376
2;303;ESCOLA MUNICIPAL SIMÕES  FILHO;AV. ABDIAS NEVES S/N;CRISTO REI;348
2;307;ESCOLA MUNICIPAL SIMÕES  FILHO;AV. ABDIAS NEVES S/N;CRISTO REI;338
2;320;ESCOLA MUNICIPAL SIMÕES  FILHO;AV. ABDIAS NEVES S/N;CRISTO REI;338
2;523;ESCOLA MUNICIPAL SIMÕES  FILHO;AV. ABDIAS NEVES S/N;CRISTO REI;339
2;561;ESCOLA MUNICIPAL SIMÕES  FILHO;AV. ABDIAS NEVES S/N;CRISTO REI;341
2;544;ESCOLA MUNICIPAL VELHO MONGE;AV. COMODORO S/N;PORTO ALEGRE;389
2;566;ESCOLA MUNICIPAL VELHO MONGE;AV. COMODORO S/N;PORTO ALEGRE;386
2;550;ESCOLA PADRE ARRUPE;AV. JOÃO RANGEL PARENTE, QUADRA Q;PORTAL DA ALEGRIA;351
2;564;ESCOLA PADRE ARRUPE;AV. JOÃO RANGEL PARENTE, QUADRA Q;PORTAL DA ALEGRIA;346
2;569;ESCOLA PADRE ARRUPE;AV. JOÃO RANGEL PARENTE, QUADRA Q;PORTAL DA ALEGRIA;375
2;576;ESCOLA PADRE ARRUPE;AV. JOÃO RANGEL PARENTE, QUADRA Q;PORTAL DA ALEGRIA;296
2;408;FACULDADE UNINASSAU ALIANÇA;RUA DOUTOR OTTO TITO N 278-306;REDENCAO;328
2;409;FACULDADE UNINASSAU ALIANÇA;RUA DOUTOR OTTO TITO N 278-306;REDENCAO;324
2;410;FACULDADE UNINASSAU ALIANÇA;RUA DOUTOR OTTO TITO N 278-306;REDENCAO;325
2;411;FACULDADE UNINASSAU ALIANÇA;RUA DOUTOR OTTO TITO N 278-306;REDENCAO;326
2;412;FACULDADE UNINASSAU ALIANÇA;RUA DOUTOR OTTO TITO N 278-306;REDENCAO;322
2;413;FACULDADE UNINASSAU ALIANÇA;RUA DOUTOR OTTO TITO N 278-306;REDENCAO;326
2;414;FACULDADE UNINASSAU ALIANÇA;RUA DOUTOR OTTO TITO N 278-306;REDENCAO;324
2;415;FACULDADE UNINASSAU ALIANÇA;RUA DOUTOR OTTO TITO N 278-306;REDENCAO;326
2;416;FACULDADE UNINASSAU ALIANÇA;RUA DOUTOR OTTO TITO N 278-306;REDENCAO;325
2;417;FACULDADE UNINASSAU ALIANÇA;RUA DOUTOR OTTO TITO N 278-306;REDENCAO;325
2;515;FACULDADE UNINASSAU ALIANÇA;RUA DOUTOR OTTO TITO N 278-306;REDENCAO;327
2;530;FACULDADE UNINASSAU ALIANÇA;RUA DOUTOR OTTO TITO N 278-306;REDENCAO;326
2;4;GRUPO EDUCACIONAL CEV;AV. FREI SERAFIM, N. 2135;CABRAL;357
2;191;GRUPO EDUCACIONAL CEV;AV. FREI SERAFIM, N. 2135;CABRAL;356
2;324;GRUPO EDUCACIONAL CEV;AV. FREI SERAFIM, N. 2135;CABRAL;356
2;557;GRUPO EDUCACIONAL CEV;AV. FREI SERAFIM, N. 2135;CABRAL;356
2;334;PREMEN NORTE(ESCOLA TÉCNICA);RUA AREA LEÃO, S/N;VILA OPERARIA;228
2;338;PREMEN NORTE(ESCOLA TÉCNICA);RUA AREA LEÃO, S/N;VILA OPERARIA;216
2;339;PREMEN NORTE(ESCOLA TÉCNICA);RUA AREA LEÃO, S/N;VILA OPERARIA;318
2;340;PREMEN NORTE(ESCOLA TÉCNICA);RUA AREA LEÃO, S/N;VILA OPERARIA;293
2;364;PREMEN NORTE(ESCOLA TÉCNICA);RUA AREA LEÃO, S/N;VILA OPERARIA;258
2;365;PREMEN NORTE(ESCOLA TÉCNICA);RUA AREA LEÃO, S/N;VILA OPERARIA;258
2;366;PREMEN NORTE(ESCOLA TÉCNICA);RUA AREA LEÃO, S/N;VILA OPERARIA;259
2;70;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;266
2;71;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;262
2;72;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;267
2;73;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;266
2;74;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;268
2;75;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;265
2;76;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;263
2;77;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;264
2;177;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;266
2;193;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;264
2;300;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;263
2;312;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;264
2;316;PREMEN ZONA SUL;R. CLIMÉRIO BENTO GONÇALVES, SN;MONTE CASTELO;263
2;355;SENAI;AVENIDA PETRÔNIO PORTELA, 2275;PRIMAVERA;386
2;356;SENAI;AVENIDA PETRÔNIO PORTELA, 2275;PRIMAVERA;388
2;357;SENAI;AVENIDA PETRÔNIO PORTELA, 2275;PRIMAVERA;382
2;541;SENAI;AVENIDA PETRÔNIO PORTELA, 2275;PRIMAVERA;380
2;435;SISTEMA FIEPI;AV INDUSTRIAL GIL MARTINS 1810;REDENCAO;268
2;436;SISTEMA FIEPI;AV INDUSTRIAL GIL MARTINS 1810;REDENCAO;274
2;437;SISTEMA FIEPI;AV INDUSTRIAL GIL MARTINS 1810;REDENCAO;268
2;438;SISTEMA FIEPI;AV INDUSTRIAL GIL MARTINS 1810;REDENCAO;267
2;439;SISTEMA FIEPI;AV INDUSTRIAL GIL MARTINS 1810;REDENCAO;273
2;529;SISTEMA FIEPI;AV INDUSTRIAL GIL MARTINS 1810;REDENCAO;224
2;431;TERMINAL RODOVIÁRIO LUCÍDIO PORTELA;AVENIDA GETÚLIO VARGAS, S/N;PARQUE RODOVIARIO;0
2;570;TERMINAL RODOVIÁRIO LUCÍDIO PORTELA;AVENIDA GETÚLIO VARGAS, S/N;PARQUE RODOVIARIO;0
2;83;U E PROFESSOR JOAO SOARES DA SILVA;RUA ARIMATEIA TITO, 367;MONTE CASTELO;387
2;84;U E PROFESSOR JOAO SOARES DA SILVA;RUA ARIMATEIA TITO, 367;MONTE CASTELO;388
2;85;U E PROFESSOR JOAO SOARES DA SILVA;RUA ARIMATEIA TITO, 367;MONTE CASTELO;387
2;196;U E PROFESSOR JOAO SOARES DA SILVA;RUA ARIMATEIA TITO, 367;MONTE CASTELO;389
2;369;UNIDADE ESCOLAR AURISTELA SOARES LIMA;AV AIRTON SENA, SN;PORTO ALEGRE;396
2;370;UNIDADE ESCOLAR AURISTELA SOARES LIMA;AV AIRTON SENA, SN;PORTO ALEGRE;397
2;371;UNIDADE ESCOLAR AURISTELA SOARES LIMA;AV AIRTON SENA, SN;PORTO ALEGRE;398
2;372;UNIDADE ESCOLAR AURISTELA SOARES LIMA;AV AIRTON SENA, SN;PORTO ALEGRE;396
2;373;UNIDADE ESCOLAR AURISTELA SOARES LIMA;AV AIRTON SENA, SN;PORTO ALEGRE;396
2;374;UNIDADE ESCOLAR AURISTELA SOARES LIMA;AV AIRTON SENA, SN;PORTO ALEGRE;391
2;375;UNIDADE ESCOLAR AURISTELA SOARES LIMA;AV AIRTON SENA, SN;PORTO ALEGRE;396
2;426;UNIDADE ESCOLAR GOVERNADOR ALBERTO SILVA;AVENIDA 15 DE NOVEMBRO -PROX. A PRACA S/N;MORADA NOVA II;382
2;427;UNIDADE ESCOLAR GOVERNADOR ALBERTO SILVA;AVENIDA 15 DE NOVEMBRO -PROX. A PRACA S/N;MORADA NOVA II;378
2;428;UNIDADE ESCOLAR GOVERNADOR ALBERTO SILVA;AVENIDA 15 DE NOVEMBRO -PROX. A PRACA S/N;MORADA NOVA II;381
2;429;UNIDADE ESCOLAR GOVERNADOR ALBERTO SILVA;AVENIDA 15 DE NOVEMBRO -PROX. A PRACA S/N;MORADA NOVA II;382
2;430;UNIDADE ESCOLAR GOVERNADOR ALBERTO SILVA;AVENIDA 15 DE NOVEMBRO -PROX. A PRACA S/N;MORADA NOVA II;381
2;520;UNIDADE ESCOLAR GOVERNADOR ALBERTO SILVA;AVENIDA 15 DE NOVEMBRO -PROX. A PRACA S/N;MORADA NOVA II;380
2;69;UNIDADE ESCOLAR HENRIQUE COUTO;RUA AREA LEAO S/N;MONTE CASTELO;311
2;78;UNIDADE ESCOLAR HENRIQUE COUTO;RUA AREA LEAO S/N;MONTE CASTELO;311
2;79;UNIDADE ESCOLAR HENRIQUE COUTO;RUA AREA LEAO S/N;MONTE CASTELO;311
2;80;UNIDADE ESCOLAR HENRIQUE COUTO;RUA AREA LEAO S/N;MONTE CASTELO;313
2;81;UNIDADE ESCOLAR HENRIQUE COUTO;RUA AREA LEAO S/N;MONTE CASTELO;310
2;82;UNIDADE ESCOLAR HENRIQUE COUTO;RUA AREA LEAO S/N;MONTE CASTELO;314
2;175;UNIDADE ESCOLAR HENRIQUE COUTO;RUA AREA LEAO S/N;MONTE CASTELO;313
2;304;UNIDADE ESCOLAR HENRIQUE COUTO;RUA AREA LEAO S/N;MONTE CASTELO;312
2;423;UNIDADE ESCOLAR JOAO HENRIQUE DE ALMEIDA SOUSA;RUA CÍCERO SOARES, QUADRA 03;MORADA NOVA I;341
2;424;UNIDADE ESCOLAR JOAO HENRIQUE DE ALMEIDA SOUSA;RUA CÍCERO SOARES, QUADRA 03;MORADA NOVA I;336
2;425;UNIDADE ESCOLAR JOAO HENRIQUE DE ALMEIDA SOUSA;RUA CÍCERO SOARES, QUADRA 03;MORADA NOVA I;334
2;559;UNIDADE ESCOLAR JOAO HENRIQUE DE ALMEIDA SOUSA;RUA CÍCERO SOARES, QUADRA 03;MORADA NOVA I;336
2;588;UNIDADE ESCOLAR JOAO HENRIQUE DE ALMEIDA SOUSA;RUA CÍCERO SOARES, QUADRA 03;MORADA NOVA I;28
2;66;UNIDADE ESCOLAR JOSÉ CÂNDIDO FERRAZ;RUA ARIMATEIA TITO, S/N.;MONTE CASTELO;309
2;67;UNIDADE ESCOLAR JOSÉ CÂNDIDO FERRAZ;RUA ARIMATEIA TITO, S/N.;MONTE CASTELO;310
2;68;UNIDADE ESCOLAR JOSÉ CÂNDIDO FERRAZ;RUA ARIMATEIA TITO, S/N.;MONTE CASTELO;309
2;40;UNIDADE ESCOLAR LUCIDIO PORTELA;AV. BARAO DE CASTELO BRANCO S/N;CRISTO REI;334
2;41;UNIDADE ESCOLAR LUCIDIO PORTELA;AV. BARAO DE CASTELO BRANCO S/N;CRISTO REI;333
2;43;UNIDADE ESCOLAR LUCIDIO PORTELA;AV. BARAO DE CASTELO BRANCO S/N;CRISTO REI;333
2;44;UNIDADE ESCOLAR LUCIDIO PORTELA;AV. BARAO DE CASTELO BRANCO S/N;CRISTO REI;334
2;45;UNIDADE ESCOLAR LUCIDIO PORTELA;AV. BARAO DE CASTELO BRANCO S/N;CRISTO REI;334
2;46;UNIDADE ESCOLAR LUCIDIO PORTELA;AV. BARAO DE CASTELO BRANCO S/N;CRISTO REI;334
2;48;UNIDADE ESCOLAR LUCIDIO PORTELA;AV. BARAO DE CASTELO BRANCO S/N;CRISTO REI;333
2;179;UNIDADE ESCOLAR LUCIDIO PORTELA;AV. BARAO DE CASTELO BRANCO S/N;CRISTO REI;334
2;197;UNIDADE ESCOLAR MARECHAL RONDON;RUA PROF. JOSÉ AMÁVEL, 413;CABRAL;391
2;198;UNIDADE ESCOLAR MARECHAL RONDON;RUA PROF. JOSÉ AMÁVEL, 413;CABRAL;395
2;207;UNIDADE ESCOLAR MARECHAL RONDON;RUA PROF. JOSÉ AMÁVEL, 413;CABRAL;199
2;272;UNIDADE ESCOLAR MARECHAL RONDON;RUA PROF. JOSÉ AMÁVEL, 413;CABRAL;202
2;273;UNIDADE ESCOLAR MARECHAL RONDON;RUA PROF. JOSÉ AMÁVEL, 413;CABRAL;205
2;274;UNIDADE ESCOLAR MARECHAL RONDON;RUA PROF. JOSÉ AMÁVEL, 413;CABRAL;199
2;275;UNIDADE ESCOLAR MARECHAL RONDON;RUA PROF. JOSÉ AMÁVEL, 413;CABRAL;206
2;52;UNIDADE ESCOLAR MASCARENHAS DE MORAIS;RUA JOSE OMMATI S/N;ILHOTAS;369
2;53;UNIDADE ESCOLAR MASCARENHAS DE MORAIS;RUA JOSE OMMATI S/N;ILHOTAS;367
2;54;UNIDADE ESCOLAR MASCARENHAS DE MORAIS;RUA JOSE OMMATI S/N;ILHOTAS;368
2;183;UNIDADE ESCOLAR MASCARENHAS DE MORAIS;RUA JOSE OMMATI S/N;ILHOTAS;370
2;517;UNIDADE ESCOLAR MASCARENHAS DE MORAIS;RUA JOSE OMMATI S/N;ILHOTAS;366
2;283;UNIDADE ESCOLAR MATIAS OLÍMPIO;AVENIDA JACOB ALMENDRA, N. 498.;PORENQUANTO;278
2;284;UNIDADE ESCOLAR MATIAS OLÍMPIO;AVENIDA JACOB ALMENDRA, N. 498.;PORENQUANTO;279
2;285;UNIDADE ESCOLAR MATIAS OLÍMPIO;AVENIDA JACOB ALMENDRA, N. 498.;PORENQUANTO;279
2;286;UNIDADE ESCOLAR MATIAS OLÍMPIO;AVENIDA JACOB ALMENDRA, N. 498.;PORENQUANTO;276
2;287;UNIDADE ESCOLAR MATIAS OLÍMPIO;AVENIDA JACOB ALMENDRA, N. 498.;PORENQUANTO;279
2;288;UNIDADE ESCOLAR MATIAS OLÍMPIO;AVENIDA JACOB ALMENDRA, N. 498.;PORENQUANTO;319
2;289;UNIDADE ESCOLAR MATIAS OLÍMPIO;AVENIDA JACOB ALMENDRA, N. 498.;PORENQUANTO;316
2;290;UNIDADE ESCOLAR MATIAS OLÍMPIO;AVENIDA JACOB ALMENDRA, N. 498.;PORENQUANTO;314
2;291;UNIDADE ESCOLAR MATIAS OLÍMPIO;AVENIDA JACOB ALMENDRA, N. 498.;PORENQUANTO;307
2;448;UNIDADE ESCOLAR PROFESSOR JOSE CAMILO DA SILVEIRA FILHO;RUA INÁCIO COSTA FILHO, S/N, (PRÓXIMO À IGREJA DO SANTO ANTÔNIO);SANTO ANTONIO;395
2;449;UNIDADE ESCOLAR PROFESSOR JOSE CAMILO DA SILVEIRA FILHO;RUA INÁCIO COSTA FILHO, S/N, (PRÓXIMO À IGREJA DO SANTO ANTÔNIO);SANTO ANTONIO;392
2;450;UNIDADE ESCOLAR PROFESSOR JOSE CAMILO DA SILVEIRA FILHO;RUA INÁCIO COSTA FILHO, S/N, (PRÓXIMO À IGREJA DO SANTO ANTÔNIO);SANTO ANTONIO;394
2;451;UNIDADE ESCOLAR PROFESSOR JOSE CAMILO DA SILVEIRA FILHO;RUA INÁCIO COSTA FILHO, S/N, (PRÓXIMO À IGREJA DO SANTO ANTÔNIO);SANTO ANTONIO;396
2;452;UNIDADE ESCOLAR PROFESSOR JOSE CAMILO DA SILVEIRA FILHO;RUA INÁCIO COSTA FILHO, S/N, (PRÓXIMO À IGREJA DO SANTO ANTÔNIO);SANTO ANTONIO;394
2;519;UNIDADE ESCOLAR PROFESSOR JOSE CAMILO DA SILVEIRA FILHO;RUA INÁCIO COSTA FILHO, S/N, (PRÓXIMO À IGREJA DO SANTO ANTÔNIO);SANTO ANTONIO;391
2;536;UNIDADE ESCOLAR PROFESSOR JOSE CAMILO DA SILVEIRA FILHO;RUA INÁCIO COSTA FILHO, S/N, (PRÓXIMO À IGREJA DO SANTO ANTÔNIO);SANTO ANTONIO;390
2;341;UNIDADE ESCOLAR SIGEFREDO PACHECO;RUA DÉCIO G. DE OLIVEIRA, S/N;BELA VISTA;375
